🌹防失联,#genre#
江西卫视,http://101.19.148.242:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.242:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.242:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.242:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.242:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.242:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.242:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.242:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.242:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.242:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.242:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.242:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.242:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.242:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.242:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.242:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.242:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.20:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.20:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.20:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.20:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.20:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.20:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.20:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.20:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.20:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.20:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.20:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.20:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.20:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.20:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.20:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.20:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.20:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.20:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.20:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.20:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.20:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.20:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.20:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.20:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.20:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.20:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.20:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.20:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.196:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.196:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.196:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.196:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.196:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.196:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.196:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.196:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.196:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.196:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.196:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.196:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.196:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.196:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.196:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.196:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.196:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.196:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.196:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.196:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.196:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.196:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.196:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.196:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.196:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.196:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.196:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.196:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.177:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.177:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.177:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.177:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.177:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.177:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.177:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.177:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.177:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.177:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.177:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.177:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.177:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.177:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.177:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.177:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.177:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.177:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.177:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.177:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.177:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.177:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.177:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.177:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.177:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.177:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.177:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.177:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.107:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.107:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.107:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.107:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.107:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.107:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.107:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.107:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.107:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.107:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.107:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.107:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.107:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.107:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.107:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.107:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.107:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.107:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.107:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.107:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.107:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.107:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.107:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.107:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.107:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.107:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.107:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.107:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.97:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.97:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.97:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.97:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.97:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.97:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.97:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.97:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.97:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.97:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.97:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.97:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.97:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.97:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.97:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.97:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.97:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.97:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.97:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.97:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.97:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.97:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.97:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.97:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.97:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.97:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.97:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.97:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.145:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.145:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.145:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.145:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.145:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.145:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.145:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.145:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.145:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.145:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.145:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.145:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.145:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.145:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.145:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.145:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.145:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.145:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.145:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.145:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.145:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.145:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.145:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.145:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.145:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.145:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.145:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.145:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.55:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.55:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.55:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.55:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.55:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.55:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.55:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.55:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.55:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.55:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.55:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.55:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.55:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.55:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.55:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.55:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.55:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.55:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.55:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.55:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.55:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.55:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.55:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.55:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.55:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.55:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.55:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.55:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.169:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.169:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.169:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.169:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.169:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.169:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.169:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.169:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.169:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.169:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.169:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.169:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.169:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.169:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.169:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.169:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.169:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.169:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.169:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.169:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.169:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.169:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.169:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.169:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.169:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.169:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.169:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.169:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.148.205:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.148.205:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.148.205:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.148.205:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.148.205:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.148.205:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.148.205:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.148.205:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.148.205:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.148.205:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.148.205:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.148.205:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.148.205:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.148.205:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.148.205:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.148.205:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.148.205:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.148.205:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.148.205:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.148.205:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.148.205:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.148.205:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.148.205:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.148.205:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.148.205:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.148.205:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.148.205:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.148.205:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.149.7:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.149.7:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.149.7:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.149.7:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.149.7:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.149.7:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.149.7:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.149.7:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.149.7:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.149.7:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.149.7:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.149.7:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.149.7:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.149.7:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.149.7:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.149.7:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.149.7:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.149.7:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.149.7:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.149.7:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.149.7:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.149.7:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.149.7:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.149.7:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.149.7:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.149.7:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.149.7:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.149.7:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.149.76:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.149.76:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.149.76:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.149.76:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.149.76:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.149.76:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.149.76:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.149.76:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.149.76:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.149.76:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.149.76:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.149.76:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.149.76:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.149.76:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.149.76:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.149.76:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.149.76:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.149.76:808/udp/224.2.2.78:10001$河北联通酒店
陕西卫视,http://101.19.149.76:808/udp/224.2.2.79:10001$河北联通酒店
陕西卫视,http://101.19.149.76:808/udp/224.2.2.80:10001$河北联通酒店
内蒙古卫视,http://101.19.149.76:808/udp/224.2.2.81:10001$河北联通酒店
青海卫视,http://101.19.149.76:808/udp/224.2.2.82:10001$河北联通酒店
旅游卫视,http://101.19.149.76:808/udp/224.2.2.83:10001$河北联通酒店
宁夏卫视,http://101.19.149.76:808/udp/224.2.2.84:10001$河北联通酒店
西藏卫视,http://101.19.149.76:808/udp/224.2.2.85:10001$河北联通酒店
新疆卫视,http://101.19.149.76:808/udp/224.2.2.86:10001$河北联通酒店
甘肃卫视,http://101.19.149.76:808/udp/224.2.2.87:10001$河北联通酒店
卫视健康,http://101.19.149.76:808/udp/224.2.4.2:10001$河北联通酒店
河北卫视,http://101.19.149.58:808/udp/224.2.4.10:10001$河北联通酒店
湖南卫视,http://101.19.149.58:808/udp/224.2.2.59:10001$河北联通酒店
浙江卫视,http://101.19.149.58:808/udp/224.2.2.60:10001$河北联通酒店
江苏卫视,http://101.19.149.58:808/udp/224.2.2.61:10001$河北联通酒店
北京卫视,http://101.19.149.58:808/udp/224.2.2.63:10001$河北联通酒店
天津卫视,http://101.19.149.58:808/udp/224.2.2.64:10001$河北联通酒店
辽宁卫视,http://101.19.149.58:808/udp/224.2.2.65:10001$河北联通酒店
山东卫视,http://101.19.149.58:808/udp/224.2.2.66:10001$河北联通酒店
云南卫视,http://101.19.149.58:808/udp/224.2.2.67:10001$河北联通酒店
河南卫视,http://101.19.149.58:808/udp/224.2.2.68:10001$河北联通酒店
四川卫视,http://101.19.149.58:808/udp/224.2.2.70:10001$河北联通酒店
江西卫视,http://101.19.149.58:808/udp/224.2.2.71:10001$河北联通酒店
贵州卫视,http://101.19.149.58:808/udp/224.2.2.72:10001$河北联通酒店
东方卫视,http://101.19.149.58:808/udp/224.2.2.74:10001$河北联通酒店
东南卫视,http://101.19.149.58:808/udp/224.2.2.75:10001$河北联通酒店
广东卫视,http://101.19.149.58:808/udp/224.2.2.76:10001$河北联通酒店
广西卫视,http://101.19.149.58:808/udp/224.2.2.77:10001$河北联通酒店
吉林卫视,http://101.19.149.58:808/udp/224.2.2.78:10001$河北联通酒店
